FileName,Label,FileContent
DataMigrationForSanitizedDataInStudentProfileAttributes.java,Client,"['teammat', 'common', 'util', 'sanit', 'helper', 'desanit', 'if', 'html', 'sanit', 'teammat', 'common', 'util', 'sanit', 'helper', 'is', 'sanit', 'html', 'io', 'ioexcept', 'util', 'list', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'client', 'script', 'util', 'loop', 'helper', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'profil', 'attribut', 'teammat', 'common', 'except', 'entiti', 'doe', 'not', 'exist', 'except', 'teammat', 'common', 'except', 'invalid', 'paramet', 'except', 'teammat', 'logic', 'core', 'profil', 'logic', 'teammates', 'client', 'scripts']"
DataMigrationForSearchableInstructors.java,Client,"['io', 'ioexcept', 'util', 'list', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'logic', 'core', 'instructor', 'logic', 'teammates', 'client', 'scripts']"
DataMigrationForSearchableStudents.java,Client,"['io', 'ioexcept', 'util', 'list', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'logic', 'core', 'student', 'logic', 'teammates', 'client', 'scripts']"
DataRepairForCorruptedResponses.java,Client,"['io', 'ioexcept', 'util', 'list', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'except', 'entiti', 'alreadi', 'exist', 'except', 'teammat', 'common', 'except', 'entiti', 'doe', 'not', 'exist', 'except', 'teammat', 'common', 'except', 'invalid', 'paramet', 'except', 'teammat', 'logic', 'api', 'logic', 'teammates', 'client', 'scripts']"
GenerateFeedbackReport.java,Client,"['io', 'buffer', 'writer', 'io', 'file', 'io', 'file', 'writer', 'io', 'ioexcept', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'except', 'entiti', 'doe', 'not', 'exist', 'except', 'teammat', 'common', 'except', 'exceed', 'rang', 'except', 'teammat', 'logic', 'api', 'logic', 'teammates', 'client', 'scripts']"
GenerateLargeScaledData.java,Client,"['io', 'ioexcept', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'data', 'bundl', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'logic', 'api', 'logic', 'teammat', 'logic', 'core', 'feedback', 'question', 'logic', 'teammat', 'test', 'driver', 'file', 'helper', 'teammat', 'test', 'driver', 'test', 'properti', 'teammates', 'client', 'scripts']"
ImportData.java,Client,"['util', 'map', 'teammat', 'common', 'datatransf', 'data', 'bundl', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'test', 'driver', 'back', 'door', 'teammat', 'test', 'driver', 'file', 'helper', 'teammat', 'test', 'driver', 'test', 'properti', 'teammates', 'client', 'scripts']"
ModifyInstituteOfStudentsInCourse.java,Client,"['io', 'ioexcept', 'util', 'list', 'util', 'scanner', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'logic', 'api', 'logic', 'teammates', 'client', 'scripts']"
OfflineBackup.java,Client,"['io', 'buffer', 'reader', 'io', 'buffer', 'writer', 'io', 'file', 'io', 'file', 'writer', 'io', 'ioexcept', 'io', 'input', 'stream', 'reader', 'net', 'url', 'net', 'urlconnect', 'text', 'date', 'format', 'text', 'simpl', 'date', 'format', 'util', 'array', 'list', 'util', 'calendar', 'util', 'hash', 'set', 'util', 'iter', 'util', 'list', 'util', 'set', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'comment', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'profil', 'attribut', 'teammat', 'logic', 'api', 'logic', 'teammat', 'storag', 'api', 'feedback', 'question', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'comment', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'db', 'teammat', 'test', 'driver', 'test', 'properti', 'teammates', 'client', 'scripts']"
package-info.java,Client,"['teammates', 'client', 'scripts']"
ParallelProfiler.java,Client,"['teammat', 'test', 'driver', 'test', 'properti', 'teammates', 'client', 'scripts']"
PerformanceProfiler.java,Client,"['io', 'buffer', 'reader', 'io', 'buffer', 'writer', 'io', 'file', 'io', 'file', 'reader', 'io', 'file', 'writer', 'io', 'ioexcept', 'lang', 'annot', 'element', 'type', 'lang', 'annot', 'retent', 'lang', 'annot', 'retent', 'polici', 'lang', 'annot', 'target', 'lang', 'reflect', 'method', 'lang', 'reflect', 'type', 'util', 'array', 'list', 'util', 'collect', 'util', 'hash', 'map', 'util', 'list', 'util', 'map', 'util', 'set', 'teammat', 'common', 'datatransf', 'data', 'bundl', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'test', 'driver', 'back', 'door', 'teammat', 'test', 'driver', 'file', 'helper', 'teammat', 'test', 'driver', 'test', 'properti', 'teammat', 'test', 'pageobject', 'browser', 'teammat', 'test', 'pageobject', 'browser', 'pool', 'teammates', 'client', 'scripts']"
InstructorCourseEnrollPageDataGenerator.java,Client,"['io', 'file', 'io', 'ioexcept', 'util', 'hash', 'set', 'util', 'set', 'org', 'kohsuk', 'randnam', 'random', 'name', 'gener', 'teammat', 'test', 'driver', 'file', 'helper', 'teammates', 'client', 'scripts', 'scalabilitytests']"
InstructorCourseEnrollPageScalabilityTest.java,Client,"['io', 'ioexcept', 'org', 'testng', 'annot', 'test', 'teammat', 'client', 'script', 'util', 'stopwatch', 'teammat', 'common', 'util', 'app', 'url', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'logger', 'teammat', 'test', 'case', 'browsertest', 'base', 'ui', 'test', 'case', 'teammat', 'test', 'pageobject', 'instructor', 'cours', 'enrol', 'page', 'teammates', 'client', 'scripts', 'scalabilitytests']"
InstructorFeedbackResultsPageDataGenerator.java,Client,"['io', 'file', 'io', 'file', 'writer', 'io', 'ioexcept', 'io', 'writer', 'util', 'hash', 'map', 'util', 'map', 'org', 'kohsuk', 'randnam', 'random', 'name', 'gener', 'com', 'googl', 'gson', 'gson', 'com', 'googl', 'gson', 'gson', 'builder', 'teammates', 'client', 'scripts', 'scalabilitytests']"
InstructorFeedbackResultsPageScalabilityTest.java,Client,"['org', 'testng', 'annot', 'test', 'teammat', 'client', 'script', 'util', 'stopwatch', 'teammat', 'common', 'util', 'app', 'url', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'logger', 'teammat', 'test', 'case', 'browsertest', 'base', 'ui', 'test', 'case', 'teammat', 'test', 'pageobject', 'instructor', 'feedback', 'result', 'page', 'teammates', 'client', 'scripts', 'scalabilitytests']"
package-info.java,Client,"['teammates', 'client', 'scripts', 'scalabilitytests']"
StatisticsPerInstitute.java,Client,"['io', 'ioexcept', 'util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'storag', 'entiti', 'account', 'teammat', 'storag', 'entiti', 'cours', 'student', 'teammat', 'storag', 'entiti', 'instructor', 'teammates', 'client', 'scripts']"
StudentDataGenerator.java,Client,"['util', 'array', 'list', 'util', 'collect', 'util', 'list', 'util', 'random', 'teammates', 'client', 'scripts']"
TeamEvalResultCalculations.java,Client,"['teammat', 'common', 'datatransf', 'team', 'eval', 'result', 'nsb', 'teammat', 'common', 'datatransf', 'team', 'eval', 'result', 'nsu', 'teammat', 'common', 'datatransf', 'team', 'eval', 'result', 'teammates', 'client', 'scripts']"
UploadBackupData.java,Client,"['io', 'file', 'text', 'date', 'format', 'text', 'pars', 'except', 'text', 'simpl', 'date', 'format', 'util', 'array', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'util', 'set', 'teammat', 'client', 'remoteapi', 'remot', 'api', 'client', 'teammat', 'common', 'datatransf', 'data', 'bundl', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'comment', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'profil', 'attribut', 'teammat', 'common', 'except', 'invalid', 'paramet', 'except', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'logic', 'api', 'logic', 'teammat', 'logic', 'core', 'feedback', 'question', 'logic', 'teammat', 'storag', 'api', 'cours', 'db', 'teammat', 'storag', 'api', 'feedback', 'question', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'comment', 'db', 'teammat', 'storag', 'api', 'feedback', 'respons', 'db', 'teammat', 'storag', 'api', 'feedback', 'session', 'db', 'teammat', 'storag', 'api', 'instructor', 'db', 'teammat', 'storag', 'api', 'profil', 'db', 'teammat', 'storag', 'api', 'student', 'db', 'teammat', 'test', 'driver', 'file', 'helper', 'teammates', 'client', 'scripts']"
LoopHelper.java,Client,"['teammates', 'client', 'scripts', 'util']"
package-info.java,Client,"['teammates', 'client', 'scripts', 'util']"
Stopwatch.java,Client,"['teammates', 'client', 'scripts', 'util']"
AccountAttributes.java,Common,"['util', 'array', 'list', 'util', 'date', 'util', 'list', 'teammat', 'common', 'util', 'assumpt', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'storag', 'entiti', 'account', 'teammates', 'common', 'datatransfer', 'attributes']"
AdminEmailAttributes.java,Common,"['util', 'array', 'list', 'util', 'calendar', 'util', 'date', 'util', 'list', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'time', 'helper', 'teammat', 'storag', 'entiti', 'admin', 'email', 'teammates', 'common', 'datatransfer', 'attributes']"
CourseAttributes.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'list', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'storag', 'entiti', 'cours', 'teammates', 'common', 'datatransfer', 'attributes']"
EntityAttributes.java,Common,"['util', 'list', 'teammat', 'storag', 'entiti', 'base', 'entiti', 'teammates', 'common', 'datatransfer', 'attributes']"
FeedbackQuestionAttributes.java,Common,"['util', 'array', 'list', 'util', 'date', 'util', 'list', 'org', 'json', 'jsonexcept', 'org', 'json', 'jsonobject', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'question', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'question', 'type', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'text', 'question', 'detail', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'storag', 'entiti', 'feedback', 'question', 'teammates', 'common', 'datatransfer', 'attributes']"
FeedbackResponseAttributes.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'list', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'question', 'type', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'respons', 'detail', 'teammat', 'common', 'datatransf', 'question', 'feedback', 'text', 'respons', 'detail', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'storag', 'entiti', 'feedback', 'respons', 'teammates', 'common', 'datatransfer', 'attributes']"
FeedbackResponseCommentAttributes.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'list', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'datatransf', 'feedback', 'particip', 'type', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'storag', 'entiti', 'feedback', 'respons', 'comment', 'teammates', 'common', 'datatransfer', 'attributes']"
FeedbackSessionAttributes.java,Common,"['util', 'array', 'list', 'util', 'calendar', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'hash', 'set', 'util', 'list', 'util', 'set', 'util', 'time', 'zone', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'datatransf', 'feedback', 'session', 'type', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'time', 'helper', 'teammat', 'storag', 'entiti', 'feedback', 'session', 'teammates', 'common', 'datatransfer', 'attributes']"
InstructorAttributes.java,Common,"['util', 'array', 'list', 'util', 'compar', 'util', 'list', 'teammat', 'common', 'datatransf', 'instructor', 'privileg', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'storag', 'entiti', 'instructor', 'teammates', 'common', 'datatransfer', 'attributes']"
package-info.java,Common,"['teammates', 'common', 'datatransfer', 'attributes']"
SessionAttributes.java,Common,"['util', 'compar', 'util', 'date', 'teammat', 'common', 'util', 'assumpt', 'teammates', 'common', 'datatransfer', 'attributes']"
StudentAttributes.java,Common,"['teammat', 'common', 'util', 'const', 'eol', 'util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'date', 'util', 'list', 'teammat', 'common', 'datatransf', 'student', 'updat', 'statu', 'teammat', 'common', 'util', 'assumpt', 'teammat', 'common', 'util', 'config', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'storag', 'entiti', 'cours', 'student', 'teammates', 'common', 'datatransfer', 'attributes']"
StudentProfileAttributes.java,Common,"['util', 'array', 'list', 'util', 'date', 'util', 'list', 'com', 'googl', 'appengin', 'api', 'blobstor', 'blob', 'key', 'com', 'googl', 'appengin', 'api', 'datastor', 'text', 'teammat', 'common', 'util', 'assumpt', 'teammat', 'common', 'util', 'const', 'teammat', 'common', 'util', 'field', 'valid', 'teammat', 'common', 'util', 'json', 'util', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammat', 'common', 'util', 'string', 'helper', 'teammat', 'storag', 'entiti', 'student', 'profil', 'teammates', 'common', 'datatransfer', 'attributes']"
CourseDetailsBundle.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'list', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammates', 'common', 'datatransfer']"
CourseEnrollmentResult.java,Common,"['util', 'array', 'list', 'util', 'list', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammates', 'common', 'datatransfer']"
CourseRoster.java,Common,"['util', 'array', 'list', 'util', 'hash', 'map', 'util', 'list', 'util', 'map', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammates', 'common', 'datatransfer']"
CourseStats.java,Common,"['teammates', 'common', 'datatransfer']"
CourseSummaryBundle.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'list', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'util', 'sanit', 'helper', 'teammates', 'common', 'datatransfer']"
DataBundle.java,Common,"['util', 'link', 'hash', 'map', 'util', 'map', 'teammat', 'common', 'datatransf', 'attribut', 'account', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'admin', 'email', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'cours', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'entiti', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'comment', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'instructor', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'student', 'profil', 'attribut', 'teammat', 'storag', 'entiti', 'base', 'entiti', 'teammates', 'common', 'datatransfer']"
FeedbackParticipantType.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'list', 'teammates', 'common', 'datatransfer']"
FeedbackResponseCommentSearchResultBundle.java,Common,"['util', 'hash', 'map', 'util', 'hash', 'set', 'util', 'list', 'util', 'map', 'util', 'set', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'comment', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammates', 'common', 'datatransfer']"
FeedbackSessionDetailsBundle.java,Common,"['util', 'collect', 'util', 'compar', 'util', 'list', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammat', 'common', 'util', 'const', 'teammates', 'common', 'datatransfer']"
FeedbackSessionQuestionsBundle.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'hash', 'set', 'util', 'link', 'hash', 'map', 'util', 'list', 'util', 'map', 'util', 'set', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'question', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'respons', 'attribut', 'teammat', 'common', 'datatransf', 'attribut', 'feedback', 'session', 'attribut', 'teammates', 'common', 'datatransfer']"
FeedbackSessionResponseStatus.java,Common,"['util', 'array', 'list', 'util', 'collect', 'util', 'compar', 'util', 'hash', 'map', 'util', 'list', 'util', 'map', 'teammates', 'common', 'datatransfer']"
